character,decomposition,definition,etymology_hint,etymology_phonetic,etymology_semantic,etymology_type,matches,pinyin,radical
嚇,⿰口赫,"to scare, to frighten; to threaten, to intimidate",mouth,赫,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",xià,口
嚎,⿰口豪,"to cry loudly, to scream, to yell",mouth,豪,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",háo,口
嚏,⿰口疐,to sneeze,mouth,疐,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",tì,口
嚓,⿰口察,a cracking or snapping sound,mouth,察,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",cā,口
嚕,⿰口魯,"verbose, talkative; mumbling",mouth,魯,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",lū,口
嚙,⿰口齒,"to bite, to gnaw",mouth,齒,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",niè,口
嚣,⿳⿰口口页⿰口口,to make noise; to treat with contempt,,,,,"[0, 0],[0, 0],[0, 0],[0, 1],[0, 1],[0, 1],[1],[1],[1],[1],[1],[1],[2, 0],[2, 0],[2, 0],[2, 1],[2, 1],[2, 1]",xiāo,口
嚥,⿰口燕,"to swallow, to gulp",mouth,燕,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",yàn,口
嚨,⿰口龍,throat,mouth,龍,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",lóng,口
嚮,⿱鄉向,"to direct, to guide; to favor, to incline towards",Towards 向 the country 鄉; 鄉 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]",xiàng,口
嚯,⿰口霍,a cracking or snapping sound,mouth,霍,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",huò,口
嚳,⿱？告,one of five legendary emperors,,,,,"None,None,None,None,None,None,None,None,None,None,None,None,None,[1],[1],[1],[1],[1],[1],[1]",kù,口
嚴,⿱⿰口口⿸厂敢,"strict, rigorous, rigid; stern",,,,,"[0, 0],[0, 0],[0, 0],[0, 1],[0, 1],[0, 1],[1, 0],[1, 0],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1]",yán,口
嚷,⿰口襄,"to shout, to roar, to cry; to brawl",mouth,襄,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",rǎng,口
嚼,⿰口爵,"to prattle, to be glib",mouth,爵,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",jué,口
囀,⿰口轉,"to sing; to chirp, to twitter, to warble",mouth,轉,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",zhuàn,口
囂,⿳⿰口口頁⿰口口,to make noise; to treat with contempt,,,,,"[0, 0],[0, 0],[0, 0],[0, 1],[0, 1],[0, 1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[2, 0],[2, 0],[2, 0],[2, 1],[2, 1],[2, 1]",xiāo,口
囈,⿰口藝,to talk in one's sleep; somniloquy,mouth,藝,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",yì,口
囉,⿰口羅,"long-winded, verbose",mouth,羅,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",luō,口
囊,⿱⿻口？襄,"bag, purse, sack; to pocket, to stow",gate,襄,口,pictophonetic,"None,[0, 0],[0, 0],[0, 0],None,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",náng,口
囌,⿰口蘇,loquacious; to nag,mouth,蘇,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",sū,口
囑,⿰口屬,"to instruct, to order, to tell; testament",mouth,屬,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",zhǔ,口
囔,⿰口囊,"to mumble, to mutter",mouth,囊,口,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]",nāng,口
囗,⿱冂一,enclosure; border,,,,,"[0],[0],[1]",wéi,囗
囚,⿴囗人,"prisoner, convict; to confine",A person 人 in a cell 囗,,,ideographic,"[0],[0],[1],[1],[0]",qiú,囗
四,⿴囗儿,four,A child 儿 in a room with four walls 囗,,,ideographic,"[0],[0],[1],[1],[0]",sì,囗
囝,⿴囗子,"baby, infant",A baby 子 in a crib 囗,,,ideographic,"[0],[0],[1],[1],[1],[0]",jiǎn,囗
回,⿴囗口,"to return, to turn around; a time","Originally, a spiral signifying return",,,ideographic,"[0],[0],[1],[1],[1],[0]",huí,囗
囟,⿱丿⿴囗乂,top of the head; skull,"A skull from above, with 乂 marking the fontanelle",,,ideographic,"[0],[1, 0],[1, 0],[1, 1],[1, 1],[1, 0]",xìn,囗
因,⿴囗大,"cause, reason; by; because",,,,,"[0],[0],[1],[1],[1],[0]",yīn,囗
囡,⿴囗女,"child, daughter",A girl 女 in a crib 囗,,,ideographic,"[0],[0],[1],[1],[1],[0]",nān,囗
团,⿴囗才,"sphere, circle, ball; mass, lump; group, regiment; to gather",A lot of talent 才 gathered in one place 囗,,,ideographic,"[0],[0],[1],[1],[1],[0]",tuán,囗
囤,⿴囗屯,"grain basket; to store, to hoard",enclosure,屯,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[0]",dùn,囗
囪,⿴囗？,chimney,A fire burning and giving off smoke,,,ideographic,"None,[0],[0],None,None,None,[0]",cōng,囗
囫,⿴囗勿,"entire, whole",enclosure,勿,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[0]",hú,囗
园,⿴囗元,"garden, park; orchard",enclosure,元,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[0]",yuán,囗
困,⿴囗木,"to surround; to besiege; surrounded, in distress; poor; tired, sleepy",A fence 囗 built around a tree 木,,,ideographic,"[0],[0],[1],[1],[1],[1],[0]",kùn,囗
囱,⿴囗夂,chimney,A fire 夂 burning and giving off smoke,,,ideographic,"None,[0],[0],[1],[1],[1],[0]",cōng,囗
围,⿴囗韦,"to surround, to encircle, to corral",enclosure,韦,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[0]",wéi,囗
囵,⿴囗仑,"all, complete, entire",enclosure,仑,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[0]",lún,囗
囷,⿴囗禾,a round bin for storing grain,A bin 囗 for storing grain 禾,,,ideographic,"[0],[0],[1],[1],[1],[1],[1],[0]",qūn,囗
囹,⿴囗令,"prison, enclosure",enclosure,令,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[0]",líng,囗
固,⿴囗古,to solidify; strength,border,古,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[0]",gù,囗
国,⿴囗玉,"country, nation, state; national",Treasure 玉 within a country's borders 囗,,,ideographic,"[0],[0],[1],[1],[1],[1],[1],[0]",guó,囗
图,⿴囗冬,"diagram, chart, map, picture; to plan",Simplified form of 圖; a map of a district's 啚 borders 囗,,,ideographic,"[0],[0],[1],[1],[1],[1],[1],[0]",tú,囗
囿,⿴囗有,"to limit, to constrain; pen, cell",enclosure,有,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[1],[0]",yòu,囗
圂,⿴囗豕,pig-sty; privy,A pig 豕 in a pen 囗,,,ideographic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[0]",hùn,囗
圃,⿴囗甫,"garden, orchard, plot of farmland",enclosure,甫,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[0]",pǔ,囗
圄,⿴囗吾,"prison, jail",enclosure,吾,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[0]",yǔ,囗
圆,⿴囗员,"circle; circular, round; complete",enclosure,员,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[0]",yuán,囗
圇,⿴囗侖,"all, complete, entire",enclosure,侖,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[0]",lún,囗
圈,⿴囗卷,"circle, ring, loop; to encircle",enclosure,卷,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[0]",quān,囗
圉,⿴囗幸,"stable, fence, corral; frontier, border",enclosure,幸,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[0]",yǔ,囗
圊,⿴囗青,restroom,enclosure,青,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[0]",qīng,囗
國,⿴囗或,"country, nation, state; national",Treasure 或 within a country's borders 囗,,,ideographic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[0]",guó,囗
圍,⿴囗韋,"to surround, to encircle, to corral",enclosure,韋,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[0]",wéi,囗
園,⿴囗袁,"garden, park; orchard",enclosure,袁,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[0]",yuán,囗
圓,⿴囗員,"circle; circular, round; complete",enclosure,員,囗,pictophonetic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[0]",yuán,囗
圖,⿴囗啚,"diagram, chart, map, picture; to plan",A map of a district's 啚 borders 囗,,,ideographic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[0]",tú,囗
團,⿴囗專,"sphere, circle, ball; mass, lump; group, regiment; to gather",A lot of talent 專 gathered in one place 囗,,,ideographic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[0]",tuán,囗
圙,⿴囗⿱八面,enclosed pasture,enclosure,,囗,pictophonetic,"[0],[0],[1, 0],[1, 0],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[1, 1],[0]",lüè,囗
圜,⿴囗睘,"circle; to surround, to encircle",A round 睘 fence 囗,,,ideographic,"[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[0]",huán,囗
土,⿱十一,"soil, earth; items made of earth",A lump of clay on a potter's wheel,,,pictographic,"[0],[0],[1]",tǔ,土
圣,⿱又土,"holy, sacred; sage, saint",Simplified form of 聖; a king 王 of listening 耳  and speaking口,,,ideographic,"[0],[0],[1],[1],[1]",shèng,土
圤,⿰土卜,,,土,,pictophonetic,"[0],[0],[0],[1],[1]",pǔ,土
在,⿸才土,"at, in, on; to exist; used to indicate the present progressive tense",earth,才,土,pictophonetic,"[0],[0],[0],[1],[1],[1]",zài,土
圩,⿰土于,"dike, embankment",earth,于,土,pictophonetic,"[0],[0],[0],[1],[1],[1]",wéi,土
圪,⿰土乞,,earth,乞,土,pictophonetic,"[0],[0],[0],[1],[1],[1]",gē,土
圬,⿰土亏,"to whitewash, to plaster over with mud",earth,亏,土,pictophonetic,"[0],[0],[0],[1],[1],[1]",wū,土
圭,⿱土土,jade tablet,A stack of tablets,,,ideographic,"[0],[0],[0],[1],[1],[1]",guī,土
圮,⿰土己,"destroyed, ruined; to injure; to subvert",earth,己,土,pictophonetic,"[0],[0],[0],[1],[1],[1]",pǐ,土
圯,⿰土巳,bridge; river bank,earth,巳,土,pictophonetic,"[0],[0],[0],[1],[1],[1]",yí,土
地,⿰土也,"earth, ground, soil; land, region; structural particle used before a verb",earth,也,土,pictophonetic,"[0],[0],[0],[1],[1],[1]",de,土
圳,⿰土川,a furrow in a field; a small drainage ditch,A furrow cut in the earth 土 by a stream 川; 川 also provides the pronunciation,,,ideographic,"[0],[0],[0],[1],[1],[1]",zhèn,土
圹,⿰土广,"tomb, grave: prairie, range, wilderness",earth,广,土,pictophonetic,"[0],[0],[0],[1],[1],[1]",kuàng,土
场,⿰土勿,"field, open space; market, square; stage",earth,昜,土,pictophonetic,"[0],[0],[0],[1],[1],[1]",chǎng,土
圻,⿰土斤,"border, boundary",earth,斤,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",qí,土
圼,⿱日土,"slime, black mud",earth,日,土,pictophonetic,"[0],[0],[0],[0],[1],[1],[1]",niè,土
圾,⿰土及,"garbage, rubbish; shaking; danger",earth,及,土,pictophonetic,"[0],[0],[0],[1],[1],[1]",jī,土
址,⿰土止,"location, site; the foundation of a house",earth,止,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",zhǐ,土
坂,⿰土反,"hillside, slope",earth,反,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",bǎn,土
均,⿰土匀,"equal, even, fair; level, uniform; also, too",earth,匀,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",jūn,土
坊,⿰土方,"neighborhood, district, community; street, lane; mill",earth,方,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",fāng,土
坌,⿱分土,dust; earth; river bank; to dig; to unite,earth,分,土,pictophonetic,"[0],[0],[0],[0],[1],[1],[1]",bèn,土
坍,⿰土丹,collapse; landslide,earth,丹,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",tān,土
坎,⿰土欠,"pit, hole; to trap, to snare; crisis",earth,欠,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",kǎn,土
坏,⿰土不,"bad, rotten, spoiled; to break down",earth,不,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",huài,土
坐,⿻从土,"seat; to sit; to ride, to travel by",Two people 从 sitting on the ground 土,,,ideographic,"[0],[0],[0],[0],[1],[1],[1]",zuò,土
坑,⿰土亢,"pit, hole; to trap, to bury; to harry",earth,亢,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",kēng,土
坒,⿱比土,"to compare, to equal, to match",Comparing 比 pottery 土; 比 also provides the pronunciation,,,ideographic,"[0],[0],[0],[0],[1],[1],[1]",bì,土
块,⿰土夬,"piece, lump, chunk; dollar; measure word for currency",earth,夬,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",kuài,土
坚,⿱⿰？又土,"hard, strong; firm, resolute",,,,,"None,None,[0, 1],[0, 1],[1],[1],[1]",jiān,土
坛,⿰土云,altar; arena; examination hall,earth,云,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",tán,土
坜,⿰土历,"drain, ditch, channel",earth,历,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",lì,土
坝,⿰土贝,embankment; dam,earth,贝,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",bà,土
坞,⿰土乌,"bank, entrenchment, low wall; dock",earth,乌,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",wù,土
坟,⿰土文,"grave, mound, bulge; bulging",earth,文,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1]",fén,土
坠,⿱队土,"to drop, to fall down, to sink; heavy; weight",earth,队,土,pictophonetic,"[0],[0],[0],[0],[1],[1],[1]",zhuì,土
坡,⿰土皮,"slope, hillside, embankment",earth,皮,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",pō,土
坤,⿰土申,earth; feminine,earth,土,申,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",kūn,土
坦,⿰土旦,"flat, level, smooth; candid, open",earth,旦,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",tǎn,土
坨,⿰土它,"lump, heap",earth,它,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",tuó,土
坩,⿰土甘,"crucible; earthenware, pottery",earth,甘,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",gān,土
坪,⿰土平,plain; level ground,earth,平,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",píng,土
坫,⿰土占,a stand on which to replace goblets after drinking,earth,占,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",diàn,土
坭,⿰土尼,"mud, mire; to paste, to plaster",earth,尼,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",ní,土
坯,⿰土丕,clay; unburnt earthenware,earth,丕,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",pī,土
坳,⿰土幼,"cavity, depression, hollow; depressed; undulating",earth,幼,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",ào,土
坴,⿱⿱土八土,a clod of earth; land,Soil 土 heaped 八 on the earth 土,,,ideographic,"[0, 0],[0, 0],[0, 0],[0, 1],[0, 1],[1],[1],[1]",lù,土
坶,⿰土母,"mud, mire; to paste, to plaster",earth,母,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",mǔ,土
坷,⿰土可,"uneven, bumpy; a clod of earth; a lump of soil",earth,可,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",kě,土
坻,⿰土氐,"islet; river delta, embankment; to stop",earth,氐,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",chí,土
坼,⿰土斥,"to crack, to open, to split, to tear",earth,斥,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",chè,土
垂,⿻⿱？士卄,"to hang, to dangle; to hand down, to bequeath; almost, near",A tree with drooping branches,,,pictographic,"None,None,[0, 1],[1],[1],[1],[0, 1],[0, 1]",chuí,土
垃,⿰土立,"garbage, refuse, trash, waste",earth,立,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",lā,土
垄,⿱龙土,"grave, mound; furrow, ridge",earth,龙,土,pictophonetic,"[0],[0],[0],[0],[0],[1],[1],[1]",lǒng,龙
垅,⿰土龙,"grave, mound; furrow, ridge",earth,龙,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1]",lǒng,土
垆,⿰土卢,"clay; hut, shop",A cottage 卢 with earthen walls 土; 卢 also provides the pronunciation,,,ideographic,"[0],[0],[0],[1],[1],[1],[1],[1]",lú,土
型,⿱刑土,"pattern, model, type; mold; law",earth,刑,土,pictophonetic,"[0],[0],[0],[0],[0],[0],[1],[1],[1]",xíng,土
垌,⿰土同,"farm, field; used in place names",earth,同,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",dòng,土
垒,⿱厽土,rampart; base (in baseball),earth,厽,土,pictophonetic,"[0],[0],[0],[0],[0],[0],[1],[1],[1]",lěi,土
垓,⿰土亥,"border, boundary, frontier",earth,亥,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",gāi,土
垔,⿱西土,to restrain; to dam a stream and change its direction; a mound,earth,西,土,pictophonetic,"[0],[0],[0],[0],[0],[0],[1],[1],[1]",yīn,土
垚,⿱土⿰土土,"mound, lump, round mass",A mound 土 of clay 土,,,ideographic,"[0],[0],[0],[1, 0],[1, 0],[1, 0],[1, 1],[1, 1],[1, 1]",yáo,土
垛,⿰土朵,"heap, pile; to heap, to pile",earth,朵,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",duǒ,土
垠,⿰土艮,"boundary, river bank",earth,艮,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",yín,土
垡,⿱伐土,to plow; place name,earth,伐,土,pictophonetic,"[0],[0],[0],[0],[0],[0],[1],[1],[1]",fá,土
垢,⿰土后,"dirt, filth, stains; dirty; disgraceful",earth,后,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",gòu,土
垣,⿰土亘,low wall,earth,亘,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",yuán,土
垤,⿰土至,anthill; hill mound,earth,至,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",dié,土
垦,⿱艮土,"to cultivate, to farm; to reclaim",earth,艮,土,pictophonetic,"[0],[0],[0],[0],[0],[0],[1],[1],[1]",kěn,土
垧,⿰土向,unit of area,earth,向,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",shǎng,土
垩,⿱亚土,"chalk; to daub with chalk; holy, sacred, sagacious",earth,亚,土,pictophonetic,"[0],[0],[0],[0],[0],[0],[1],[1],[1]",è,土
垫,⿱执土,"cushion, mat, pad; to advance money, to pay for another",earth,执,土,pictophonetic,"[0],[0],[0],[0],[0],[0],[1],[1],[1]",diàn,土
垭,⿰土亚,used in place names,earth,亚,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",yā,土
垮,⿰土夸,"to be defeated, to collapse, to fail",earth,夸,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",kuǎ,土
垯,⿰土达,"lump, mound; pimple",earth,达,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",da,土
垲,⿰土岂,a high and dry place,earth,岂,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",kǎi,土
垴,⿰土⿱亠凶,"small hillock, used in place names",earth,凶,土,pictophonetic,"[0],[0],[0],[1, 0],[1, 0],[1, 1],[1, 1],[1, 1],[1, 1]",nǎo,土
垸,⿰土完,"dike, embankment",earth,完,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",yuàn,土
埂,⿰土更,ditch (for irrigation); hole,earth,更,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",gěng,土
埃,⿰土矣,fine dust; dirt; Angstrom,earth,矣,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",āi,土
埄,⿰土夆,dust storm; dust in the wind,earth,夆,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",běng,土
埇,⿰土甬,the name of a bridge,earth,甬,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",yǒng,土
埋,⿰土里,to bury; to conceal; to plant,earth,里,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",mái,土
城,⿰土成,"castle, city, town; municipality",earth,成,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",chéng,土
埏,⿰土延,"boundary, limit",An earthen 土 roadblock 延,,,ideographic,"[0],[0],[0],[1],[1],[1],[1],[1],[1]",shān,土
埒,⿰土寽,"enclosure, embankment, dike",earth,寽,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",liè,土
埔,⿰土甫,arena; market; plain; port,earth,甫,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",bù,土
埕,⿰土呈,"a large, pear-shaped earthenware jar",earth,呈,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",chéng,土
埗,⿰土步,"jetty, quay; port city, trade hub",earth,步,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",bù,土
埘,⿰土时,a chicken roost,earth,时,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",shí,土
埙,⿰土员,ocarina,earth,员,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",xūn,土
埚,⿰土呙,crucible,earth,呙,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]",guō,土
埝,⿰土念,"dike, embankment; protuberance",earth,念,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",niàn,土
域,⿰土或,"area, district, field, land, region; boundary; domain (in taxonomy)",earth,或,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",yù,土
埠,⿰土阜,"jetty, quay; port city, trade hub",earth,阜,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",bù,土
埡,⿰土亞,used in place names,earth,亞,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",yā,土
埤,⿰土卑,"to add, to increase; to attach; fence, wall",earth,卑,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",pí,土
埭,⿰土隶,dam; a ramp leading up to a canal,earth,隶,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",dài,土
埯,⿰土奄,"pit, hole; to bury",earth,奄,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",ǎn,土
埲,⿰土奉,dust storm,earth,奉,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",běng,土
埴,⿰土直,soil with high clay content,earth,直,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",zhí,土
埵,⿰土垂,hardened dirt or clay; cluster,earth,垂,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",duǒ,土
埶,⿰坴丸,art,Clay 坴 formed into a ball 丸,,,ideographic,"[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]",yì,土
執,⿰幸丸,"to execute; to grasp, to hold; to keep; to sieze, to detain",A hand 幸 clutching a pebble 丸,,,ideographic,"[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]",zhí,土
埸,⿰土易,"border, limit, frontier; dike",earth,易,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",yì,土
培,⿰土咅,"to cultivate, to farm; to shore up",earth,咅,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",péi,土
基,⿱其土,"foundation, base",earth,其,土,pictophonetic,"[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1]",jī,土
埼,⿰土奇,headland,earth,奇,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",qí,土
埽,⿰土帚,"broom; to sweep, to clear away",To sweep 帚 away dirt 土,,,ideographic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",sào,土
堀,⿰土屈,"cave, hole",earth,屈,土,pictophonetic,"[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]",kū,土
